"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210601 ~ 20220531"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202111","8","93,000","11","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202111","12","93,000","20","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202112","24","82,000","14","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202201","25","93,250","13","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202202","4","90,500","7","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202203","7","87,500","19","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","84.2","202203","26","107,700","13","2004","관악로30길 27","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202204","12","89,000","14","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","84.75","202204","29","85,000","9","2004","관악로30길 27","","직거래","-"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202204","30","90,100","9","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202205","5","89,500","11","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.58","202205","14","91,000","6","2004","관악로30길 27","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1702","1702","0000","그린","72.53","202203","2","52,000","5","1999","봉천로23다길 13","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1522-29","1522","0029","금강아미움(102동)","71.3453","202111","29","78,500","3","2010","장군봉1길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1522-30","1522","0030","금강아미움(103동)","71.1203","202107","11","56,000","3","2010","장군봉1길 16","","-","-"
"서울특별시 관악구 봉천동","1522-30","1522","0030","금강아미움(103동)","71.1203","202111","13","74,000","2","2010","장군봉1길 16","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","296","0296","0000","낙성대현대(296)","59.78","202106","21","79,500","12","1998","낙성대로 37","","-","-"
"서울특별시 관악구 봉천동","296","0296","0000","낙성대현대(296)","59.78","202110","22","80,500","6","1998","낙성대로 37","","-","-"
"서울특별시 관악구 봉천동","296","0296","0000","낙성대현대(296)","59.78","202202","7","83,000","8","1998","낙성대로 37","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","179-58","0179","0058","낙성대현대아파트","61.74","202106","7","75,000","11","1988","남부순환로248길 56","","-","-"
"서울특별시 관악구 봉천동","179-58","0179","0058","낙성대현대아파트","61.74","202111","9","77,750","4","1988","남부순환로248길 56","20211130","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","179-58","0179","0058","낙성대현대아파트","61.74","202111","9","77,750","4","1988","남부순환로248길 56","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1713","1713","0000","낙성대현대홈타운","84.923","202110","9","110,000","7","2002","솔밭로7길 16","","-","-"
"서울특별시 관악구 봉천동","1713","1713","0000","낙성대현대홈타운","84.923","202201","9","119,200","15","2002","솔밭로7길 16","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1713","1713","0000","낙성대현대홈타운","114.919","202202","17","130,000","20","2002","솔밭로7길 16","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 관악구 봉천동","1713","1713","0000","낙성대현대홈타운","84.923","202205","9","111,000","15","2002","솔밭로7길 16","","중개거래","서울 관악구, 서울 서대문구"
"서울특별시 관악구 봉천동","1598-49","1598","0049","뉴그린아파트","81.12","202112","3","73,000","1","2011","관악로6길 99","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1690-168","1690","0168","늘푸른3차","82.87","202106","8","59,500","5","2007","남부순환로249길 13-12","","-","-"
"서울특별시 관악구 봉천동","15-5","0015","0005","대영","42.59","202112","16","36,700","4","2014","청림6길 16","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","856-1","0856","0001","대우디오슈페리움2단지","84.93","202108","14","92,000","7","2007","관악로 168","","-","-"
"서울특별시 관악구 봉천동","856-1","0856","0001","대우디오슈페리움2단지","84.92","202202","17","98,000","15","2007","관악로 168","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","856-1","0856","0001","대우디오슈페리움2단지","84.76","202205","9","94,500","10","2007","관악로 168","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","100-20","0100","0020","더갤러리테라스","53.22","202108","14","51,000","3","2016","행운5길 20","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","84.42","202106","28","85,500","13","1999","봉천로 576","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","32.76","202107","10","33,800","3","1999","봉천로 576","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","32.76","202107","21","34,500","5","1999","봉천로 576","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","32.76","202109","11","34,900","7","1999","봉천로 576","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","28.8","202110","31","29,500","12","1999","봉천로 576","","-","-"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","28.8","202202","25","29,900","10","1999","봉천로 576","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1629-2","1629","0002","동아타운","32.76","202205","17","37,300","7","1999","봉천로 576","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202106","8","96,000","10","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202106","8","95,000","9","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202106","12","95,000","22","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202106","17","124,000","13","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202106","21","88,900","1","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202106","22","108,000","13","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202106","24","114,500","7","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202107","1","128,500","22","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202107","2","91,900","21","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202107","6","94,500","16","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202107","8","119,000","18","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202107","10","111,000","21","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202107","10","111,000","21","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202107","24","92,000","7","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202107","29","96,200","6","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202108","6","121,000","14","2000","은천로 86","20211101","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202108","10","75,000","9","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202108","14","120,000","3","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202108","20","112,000","3","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202108","21","109,000","2","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202108","21","99,500","22","2000","봉천로 387","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202108","28","96,600","7","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202109","9","94,000","21","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202109","17","144,500","13","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202110","29","134,800","13","2000","은천로 86","","-","-"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202111","1","121,000","14","2000","은천로 86","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202112","11","98,000","5","2000","봉천로 387","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202112","18","133,000","20","2000","봉천로 387","20220214","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","84.87","202202","14","132,000","20","2000","봉천로 387","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202202","18","132,000","18","2000","봉천로 387","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202203","29","98,000","12","2000","은천로 86","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","114.99","202204","7","118,000","7","2000","은천로 86","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1708","1708","0000","두산","59.92","202205","13","91,000","11","2000","은천로 86","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","729-22","0729","0022","롯데스카이","170.11","202109","14","149,900","11","1997","봉천로 209","","-","-"
"서울특별시 관악구 봉천동","729-22","0729","0022","롯데스카이","170.11","202110","24","160,000","15","1997","봉천로 209","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202106","28","12,900","5","2012","남부순환로 1773","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202107","24","12,800","15","2012","남부순환로 1773","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202107","31","12,900","13","2012","남부순환로 1773","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","14.49","202109","16","12,400","9","2012","남부순환로 1773","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","14.49","202110","8","13,450","11","2012","남부순환로 1773","","-","-"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202111","15","13,500","10","2012","남부순환로 1773","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","14.49","202111","16","13,100","11","2012","남부순환로 1773","","중개거래","서울 관악구, 서울 마포구"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202203","17","13,500","14","2012","남부순환로 1773","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.15","202204","9","13,200","6","2012","남부순환로 1773","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","14.49","202204","26","13,000","8","2012","남부순환로 1773","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1531-39","1531","0039","무학","59.38","202107","11","51,000","2","1998","장군봉8길 16","","-","-"
"서울특별시 관악구 봉천동","1531-39","1531","0039","무학","82.43","202107","16","57,700","2","1998","장군봉8길 16","","-","-"
"서울특별시 관악구 봉천동","1531-39","1531","0039","무학","59.38","202204","1","60,000","10","1998","장군봉8길 16","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1654-14","1654","0014","미래","66.595","202202","11","51,000","3","2005","남부순환로 1990","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","39-13","0039","0013","미소가","100.067","202110","23","54,000","2","2007","관악로37길 71","","-","-"
"서울특별시 관악구 봉천동","1615-17","1615","0017","반석블레스빌","84.25","202112","20","64,000","5","2001","남부순환로230길 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1615-17","1615","0017","반석블레스빌","66.01","202202","24","49,000","5","2001","남부순환로230길 93","","직거래","-"
"서울특별시 관악구 봉천동","1723","1723","0000","반석푸른숲","84.12","202202","26","87,000","8","2006","인헌16다길 14","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1723","1723","0000","반석푸른숲","84.12","202205","14","97,000","11","2006","인헌16다길 14","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1723","1723","0000","반석푸른숲","84.12","202205","21","89,000","3","2006","인헌16다길 14","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","114.97","202106","12","100,000","4","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202106","14","81,500","17","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","101.95","202106","16","114,700","13","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202106","19","78,600","14","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","114.97","202106","24","115,500","17","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202107","2","81,700","10","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202107","9","83,000","9","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202107","10","84,700","18","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202107","17","94,000","1","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202107","28","99,000","17","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202107","31","79,500","5","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202107","31","101,200","10","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202107","31","78,000","7","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202108","11","103,000","12","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202108","13","83,400","18","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202108","18","79,300","15","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202108","18","105,000","21","2005","은천로 93","20210930","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202108","19","105,000","21","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202108","21","84,700","14","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202108","25","83,800","16","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202108","31","85,000","13","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202109","1","80,000","7","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202109","5","86,000","5","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","101.95","202109","6","114,500","12","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202109","10","83,500","5","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202109","14","103,500","13","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","114.97","202109","18","125,000","14","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202109","25","83,000","15","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202110","2","84,000","17","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202110","2","87,200","11","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","114.97","202110","8","131,000","14","2005","은천로 93","20211115","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","114.97","202110","8","131,000","14","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202110","12","103,000","5","2005","은천로 93","","-","-"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202111","27","97,500","1","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202112","20","90,000","9","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","101.95","202202","18","112,000","2","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202204","17","76,900","13","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","12","77,000","21","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.99","202205","13","98,750","15","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","13","80,000","15","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","21","75,000","9","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.99","202205","24","76,500","22","2005","은천로 93","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","83.87","202106","14","89,500","3","2004","은천로15길 24","","-","-"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","59.8","202107","10","89,000","11","2004","은천로15길 24","","-","-"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","83.87","202108","21","95,700","8","2004","은천로15길 24","","-","-"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","83.87","202110","4","97,000","15","2004","은천로15길 24","","-","-"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","83.87","202110","30","98,000","10","2004","은천로15길 24","","-","-"
"서울특별시 관악구 봉천동","1720","1720","0000","벽산블루밍3차","84.72","202205","14","100,300","13","2004","은천로15길 24","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1716","1716","0000","벽산타운II","79.28","202110","25","74,900","1","2003","구암5가길 49","","-","-"
"서울특별시 관악구 봉천동","1716","1716","0000","벽산타운II","79.28","202205","10","86,500","9","2003","구암5가길 49","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202106","4","98,000","10","1996","보라매로 62","20210614","-","-"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.78","202108","11","95,000","1","1996","보라매로 62","","-","-"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202108","27","108,000","9","1996","보라매로 62","","-","-"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.78","202110","27","85,000","2","1996","보라매로 62","","-","-"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202111","24","107,000","12","1996","보라매로 62","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202201","12","95,000","10","1996","보라매로 62","","중개거래","경기 고양일산서구, 서울 관악구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202203","26","98,000","15","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.84","202204","5","98,500","15","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.99","202204","15","93,000","2","1996","보라매로 62","","중개거래","서울 동작구"
"서울특별시 관악구 봉천동","1696","1696","0000","보라매우성","58.86","202106","8","70,500","20","1995","보라매로5길 5","","-","-"
"서울특별시 관악구 봉천동","1696","1696","0000","보라매우성","58.86","202109","28","72,000","6","1995","보라매로5길 5","","-","-"
"서울특별시 관악구 봉천동","100-519","0100","0519","보람하이빌","84.63","202110","5","55,000","5","2004","행운5길 8-9","","-","-"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202107","16","29,500","6","1971","은천로5길 39","","-","-"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202109","24","29,500","4","1971","은천로5길 39","","-","-"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202109","25","29,800","6","1971","은천로5길 39","","-","-"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202110","6","30,000","1","1971","은천로5길 39","","-","-"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202112","8","32,700","1","1971","은천로5길 39","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202112","24","32,400","6","1971","은천로5길 39","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","645-87","0645","0087","복권","47.61","202205","16","30,500","6","1971","은천로5길 39","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202106","4","98,800","18","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202106","6","99,000","19","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.76","202107","8","76,500","10","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.76","202107","10","81,000","7","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202107","16","103,800","13","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202107","21","100,000","23","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202108","24","104,500","8","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.76","202108","30","82,000","12","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202109","14","109,800","18","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.69","202109","14","121,000","19","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.69","202109","17","121,900","15","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.69","202109","17","121,900","15","2000","관악로 285","20220325","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","59.76","202110","7","77,500","2","2000","관악로 285","","-","-"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","114.69","202203","11","117,500","11","2000","관악로 285","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1703","1703","0000","봉천동아","84.87","202204","29","106,000","21","2000","관악로 285","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202106","18","112,000","12","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202106","19","83,000","2","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202107","3","80,500","14","2000","관악로30길 12","20210805","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202107","12","108,000","26","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202107","26","109,000","23","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202108","3","103,000","10","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202108","5","80,500","14","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202108","7","83,400","5","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202108","20","96,700","2","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202108","21","106,000","15","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202108","21","106,500","12","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202108","23","108,000","23","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202108","28","117,500","13","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202109","4","105,500","14","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.96","202110","1","109,500","18","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202110","26","78,000","3","2000","관악로30길 12","","-","-"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202111","6","83,600","16","2000","관악로30길 12","","중개거래","서울 관악구, 인천 연수구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202111","12","84,000","20","2000","관악로30길 12","","중개거래","서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202111","19","81,500","26","2000","관악로30길 12","","중개거래","서울 관악구, 서울 광진구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.78","202203","19","112,000","10","2000","관악로30길 12","","중개거래","서울 강남구, 서울 관악구"
"서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.76","202203","24","77,700","12","2000","관악로30길 12","","중개거래","서울 관악구"
